Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 9.673286e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011256 | lrm: 1.00 | dt: 5818ms | tok/sec: 5,632 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.108601 | lrm: 1.00 | dt: 324ms | tok/sec: 101,144 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.996832 | lrm: 1.00 | dt: 326ms | tok/sec: 100,669 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.704878 | lrm: 1.00 | dt: 328ms | tok/sec: 99,959 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.410487 | lrm: 1.00 | dt: 326ms | tok/sec: 100,625 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.179275 | lrm: 1.00 | dt: 326ms | tok/sec: 100,397 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.983884 | lrm: 1.00 | dt: 327ms | tok/sec: 100,118 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.812600 | lrm: 1.00 | dt: 326ms | tok/sec: 100,411 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.658881 | lrm: 1.00 | dt: 326ms | tok/sec: 100,643 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.483823 | lrm: 1.00 | dt: 327ms | tok/sec: 100,262 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.360716 | lrm: 1.00 | dt: 326ms | tok/sec: 100,389 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.241413 | lrm: 1.00 | dt: 327ms | tok/sec: 100,324 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 7.114148 | lrm: 1.00 | dt: 351ms | tok/sec: 93,436 | mfu: 0.9% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 7.007884 | lrm: 1.00 | dt: 325ms | tok/sec: 100,722 | mfu: 1.0% | epoch: 1 | remaining: 299s    
step 00793 (85.3%) | loss: 3.828022 | lrm: 0.29 | dt: 327ms | tok/sec: 100,242 | mfu: 1.0% | epoch: 1 | remaining: 44s    
step 00794 (85.4%) | loss: 3.832823 | lrm: 0.29 | dt: 327ms | tok/sec: 100,084 | mfu: 1.0% | epoch: 1 | remaining: 44s    
step 00795 (85.5%) | loss: 3.831404 | lrm: 0.29 | dt: 327ms | tok/sec: 100,227 | mfu: 1.0% | epoch: 1 | remaining: 43s    
step 00796 (85.6%) | loss: 3.797603 | lrm: 0.29 | dt: 327ms | tok/sec: 100,246 | mfu: 1.0% | epoch: 1 | remaining: 43s    
step 00797 (85.7%) | loss: 3.790135 | lrm: 0.29 | dt: 327ms | tok/sec: 100,117 | mfu: 1.0% | epoch: 1 | remaining: 43s    
step 00798 (85.8%) | loss: 3.794275 | lrm: 0.28 | dt: 327ms | tok/sec: 100,199 | mfu: 1.0% | epoch: 1 | remaining: 42s    
step 00799 (85.9%) | loss: 3.812288 | lrm: 0.28 | dt: 327ms | tok/sec: 100,188 | mfu: 1.0% | epoch: 1 | remaining: 42s    
step 00800 (86.0%) | loss: 3.816048 | lrm: 0.28 | dt: 327ms | tok/sec: 100,080 | mfu: 1.0% | epoch: 1 | remaining: 42s    
step 00801 (86.1%) | loss: 3.808273 | lrm: 0.28 | dt: 327ms | tok/sec: 100,188 | mfu: 1.0% | epoch: 1 | remaining: 41s    
step 00802 (86.2%) | loss: 3.817700 | lrm: 0.28 | dt: 327ms | tok/sec: 100,153 | mfu: 1.0% | epoch: 1 | remaining: 41s    
step 00803 (86.4%) | loss: 3.818328 | lrm: 0.27 | dt: 327ms | tok/sec: 100,148 | mfu: 1.0% | epoch: 1 | remaining: 41s    
step 00804 (86.5%) | loss: 3.808048 | lrm: 0.27 | dt: 327ms | tok/sec: 100,159 | mfu: 1.0% | epoch: 1 | remaining: 40s    
step 00805 (86.6%) | loss: 3.844092 | lrm: 0.27 | dt: 327ms | tok/sec: 100,149 | mfu: 1.0% | epoch: 1 | remaining: 40s    
step 00806 (86.7%) | loss: 3.820023 | lrm: 0.27 | dt: 327ms | tok/sec: 100,121 | mfu: 1.0% | epoch: 1 | remaining: 40s    
step 00807 (86.8%) | loss: 3.816581 | lrm: 0.26 | dt: 327ms | tok/sec: 100,161 | mfu: 1.0% | epoch: 1 | remaining: 39s    
step 00808 (86.9%) | loss: 3.814489 | lrm: 0.26 | dt: 327ms | tok/sec: 100,092 | mfu: 1.0% | epoch: 1 | remaining: 39s    
step 00809 (87.0%) | loss: 3.816255 | lrm: 0.26 | dt: 327ms | tok/sec: 100,083 | mfu: 1.0% | epoch: 1 | remaining: 39s    
step 00810 (87.1%) | loss: 3.844368 | lrm: 0.26 | dt: 327ms | tok/sec: 100,151 | mfu: 1.0% | epoch: 1 | remaining: 38s    
step 00811 (87.2%) | loss: 3.834627 | lrm: 0.26 | dt: 327ms | tok/sec: 100,122 | mfu: 1.0% | epoch: 1 | remaining: 38s    
step 00812 (87.3%) | loss: 3.819187 | lrm: 0.25 | dt: 327ms | tok/sec: 100,156 | mfu: 1.0% | epoch: 1 | remaining: 38s    
step 00813 (87.4%) | loss: 3.814402 | lrm: 0.25 | dt: 327ms | tok/sec: 100,142 | mfu: 1.0% | epoch: 1 | remaining: 37s    
step 00814 (87.6%) | loss: 3.835089 | lrm: 0.25 | dt: 327ms | tok/sec: 100,147 | mfu: 1.0% | epoch: 1 | remaining: 37s    
step 00815 (87.7%) | loss: 3.840508 | lrm: 0.25 | dt: 327ms | tok/sec: 100,181 | mfu: 1.0% | epoch: 1 | remaining: 37s    
step 00816 (87.8%) | loss: 3.822872 | lrm: 0.24 | dt: 328ms | tok/sec: 100,052 | mfu: 1.0% | epoch: 1 | remaining: 36s    
step 00817 (87.9%) | loss: 3.795922 | lrm: 0.24 | dt: 327ms | tok/sec: 100,152 | mfu: 1.0% | epoch: 1 | remaining: 36s    
step 00818 (88.0%) | loss: 3.775350 | lrm: 0.24 | dt: 327ms | tok/sec: 100,136 | mfu: 1.0% | epoch: 1 | remaining: 36s    
step 00819 (88.1%) | loss: 3.752299 | lrm: 0.24 | dt: 327ms | tok/sec: 100,141 | mfu: 1.0% | epoch: 1 | remaining: 35s    
step 00820 (88.2%) | loss: 3.760534 | lrm: 0.24 | dt: 327ms | tok/sec: 100,099 | mfu: 1.0% | epoch: 1 | remaining: 35s    
step 00821 (88.3%) | loss: 3.768147 | lrm: 0.23 | dt: 327ms | tok/sec: 100,121 | mfu: 1.0% | epoch: 1 | remaining: 35s    
step 00822 (88.4%) | loss: 3.775731 | lrm: 0.23 | dt: 327ms | tok/sec: 100,167 | mfu: 1.0% | epoch: 1 | remaining: 34s    
step 00823 (88.5%) | loss: 3.758273 | lrm: 0.23 | dt: 327ms | tok/sec: 100,098 | mfu: 1.0% | epoch: 1 | remaining: 34s    
step 00824 (88.6%) | loss: 3.755687 | lrm: 0.23 | dt: 327ms | tok/sec: 100,095 | mfu: 1.0% | epoch: 1 | remaining: 34s    
step 00825 (88.8%) | loss: 3.769823 | lrm: 0.22 | dt: 327ms | tok/sec: 100,147 | mfu: 1.0% | epoch: 1 | remaining: 33s    
step 00826 (88.9%) | loss: 3.786540 | lrm: 0.22 | dt: 327ms | tok/sec: 100,091 | mfu: 1.0% | epoch: 1 | remaining: 33s    
step 00827 (89.0%) | loss: 3.765989 | lrm: 0.22 | dt: 327ms | tok/sec: 100,178 | mfu: 1.0% | epoch: 1 | remaining: 33s    
step 00828 (89.1%) | loss: 3.786590 | lrm: 0.22 | dt: 327ms | tok/sec: 100,073 | mfu: 1.0% | epoch: 1 | remaining: 32s    
step 00829 (89.2%) | loss: 3.806960 | lrm: 0.22 | dt: 328ms | tok/sec: 99,989 | mfu: 1.0% | epoch: 1 | remaining: 32s    
step 00830 (89.3%) | loss: 3.812092 | lrm: 0.21 | dt: 327ms | tok/sec: 100,192 | mfu: 1.0% | epoch: 1 | remaining: 32s    
step 00831 (89.4%) | loss: 3.831598 | lrm: 0.21 | dt: 327ms | tok/sec: 100,186 | mfu: 1.0% | epoch: 1 | remaining: 31s    
step 00832 (89.5%) | loss: 3.817371 | lrm: 0.21 | dt: 327ms | tok/sec: 100,213 | mfu: 1.0% | epoch: 1 | remaining: 31s    
step 00833 (89.6%) | loss: 3.822153 | lrm: 0.21 | dt: 327ms | tok/sec: 100,147 | mfu: 1.0% | epoch: 1 | remaining: 31s    
step 00834 (89.7%) | loss: 3.836007 | lrm: 0.21 | dt: 327ms | tok/sec: 100,159 | mfu: 1.0% | epoch: 1 | remaining: 30s    
step 00835 (89.8%) | loss: 3.828319 | lrm: 0.20 | dt: 327ms | tok/sec: 100,134 | mfu: 1.0% | epoch: 1 | remaining: 30s    
step 00836 (90.0%) | loss: 3.828760 | lrm: 0.20 | dt: 327ms | tok/sec: 100,079 | mfu: 1.0% | epoch: 1 | remaining: 30s    
step 00837 (90.1%) | loss: 3.803193 | lrm: 0.20 | dt: 327ms | tok/sec: 100,075 | mfu: 1.0% | epoch: 1 | remaining: 29s    
step 00838 (90.2%) | loss: 3.813992 | lrm: 0.20 | dt: 327ms | tok/sec: 100,214 | mfu: 1.0% | epoch: 1 | remaining: 29s    
step 00839 (90.3%) | loss: 3.798066 | lrm: 0.19 | dt: 327ms | tok/sec: 100,099 | mfu: 1.0% | epoch: 1 | remaining: 29s    
step 00840 (90.4%) | loss: 3.805731 | lrm: 0.19 | dt: 327ms | tok/sec: 100,167 | mfu: 1.0% | epoch: 1 | remaining: 29s    
step 00841 (90.5%) | loss: 3.836479 | lrm: 0.19 | dt: 327ms | tok/sec: 100,154 | mfu: 1.0% | epoch: 1 | remaining: 28s    
step 00842 (90.6%) | loss: 3.808507 | lrm: 0.19 | dt: 327ms | tok/sec: 100,196 | mfu: 1.0% | epoch: 1 | remaining: 28s    
step 00843 (90.7%) | loss: 3.794323 | lrm: 0.19 | dt: 327ms | tok/sec: 100,170 | mfu: 1.0% | epoch: 1 | remaining: 28s    
step 00844 (90.8%) | loss: 3.783897 | lrm: 0.18 | dt: 327ms | tok/sec: 100,222 | mfu: 1.0% | epoch: 1 | remaining: 27s    
step 00845 (90.9%) | loss: 3.793930 | lrm: 0.18 | dt: 328ms | tok/sec: 100,029 | mfu: 1.0% | epoch: 1 | remaining: 27s    
step 00846 (91.0%) | loss: 3.802302 | lrm: 0.18 | dt: 327ms | tok/sec: 100,094 | mfu: 1.0% | epoch: 1 | remaining: 27s    
step 00847 (91.2%) | loss: 3.796261 | lrm: 0.18 | dt: 327ms | tok/sec: 100,228 | mfu: 1.0% | epoch: 1 | remaining: 26s    
step 00848 (91.3%) | loss: 3.812214 | lrm: 0.17 | dt: 327ms | tok/sec: 100,157 | mfu: 1.0% | epoch: 1 | remaining: 26s    
step 00849 (91.4%) | loss: 3.800283 | lrm: 0.17 | dt: 327ms | tok/sec: 100,136 | mfu: 1.0% | epoch: 1 | remaining: 26s    
step 00850 (91.5%) | loss: 3.782926 | lrm: 0.17 | dt: 327ms | tok/sec: 100,261 | mfu: 1.0% | epoch: 1 | remaining: 25s    
step 00851 (91.6%) | loss: 3.795573 | lrm: 0.17 | dt: 327ms | tok/sec: 100,094 | mfu: 1.0% | epoch: 1 | remaining: 25s    
step 00852 (91.7%) | loss: 3.795085 | lrm: 0.17 | dt: 327ms | tok/sec: 100,119 | mfu: 1.0% | epoch: 1 | remaining: 25s    
step 00853 (91.8%) | loss: 3.779954 | lrm: 0.16 | dt: 327ms | tok/sec: 100,162 | mfu: 1.0% | epoch: 1 | remaining: 24s    
step 00854 (91.9%) | loss: 3.778872 | lrm: 0.16 | dt: 327ms | tok/sec: 100,157 | mfu: 1.0% | epoch: 1 | remaining: 24s    
step 00855 (92.0%) | loss: 3.779783 | lrm: 0.16 | dt: 327ms | tok/sec: 100,151 | mfu: 1.0% | epoch: 1 | remaining: 24s    
step 00856 (92.1%) | loss: 3.780248 | lrm: 0.16 | dt: 327ms | tok/sec: 100,123 | mfu: 1.0% | epoch: 1 | remaining: 23s    
step 00857 (92.2%) | loss: 3.772687 | lrm: 0.16 | dt: 327ms | tok/sec: 100,108 | mfu: 1.0% | epoch: 1 | remaining: 23s    
step 00858 (92.4%) | loss: 3.770384 | lrm: 0.15 | dt: 327ms | tok/sec: 100,201 | mfu: 1.0% | epoch: 1 | remaining: 23s    
step 00859 (92.5%) | loss: 3.765642 | lrm: 0.15 | dt: 328ms | tok/sec: 100,034 | mfu: 1.0% | epoch: 1 | remaining: 22s    
step 00860 (92.6%) | loss: 3.777782 | lrm: 0.15 | dt: 327ms | tok/sec: 100,145 | mfu: 1.0% | epoch: 1 | remaining: 22s    
step 00861 (92.7%) | loss: 3.780076 | lrm: 0.15 | dt: 327ms | tok/sec: 100,199 | mfu: 1.0% | epoch: 1 | remaining: 22s    
step 00862 (92.8%) | loss: 3.781031 | lrm: 0.14 | dt: 328ms | tok/sec: 100,038 | mfu: 1.0% | epoch: 1 | remaining: 21s    
step 00863 (92.9%) | loss: 3.801249 | lrm: 0.14 | dt: 327ms | tok/sec: 100,109 | mfu: 1.0% | epoch: 1 | remaining: 21s    
step 00864 (93.0%) | loss: 3.771271 | lrm: 0.14 | dt: 328ms | tok/sec: 100,046 | mfu: 1.0% | epoch: 1 | remaining: 21s    
step 00865 (93.1%) | loss: 3.770794 | lrm: 0.14 | dt: 328ms | tok/sec: 99,944 | mfu: 1.0% | epoch: 1 | remaining: 20s    
step 00866 (93.2%) | loss: 3.775267 | lrm: 0.14 | dt: 327ms | tok/sec: 100,172 | mfu: 1.0% | epoch: 1 | remaining: 20s    
step 00867 (93.3%) | loss: 3.805504 | lrm: 0.13 | dt: 327ms | tok/sec: 100,059 | mfu: 1.0% | epoch: 1 | remaining: 20s    
step 00868 (93.4%) | loss: 3.798783 | lrm: 0.13 | dt: 327ms | tok/sec: 100,069 | mfu: 1.0% | epoch: 1 | remaining: 19s    
step 00869 (93.6%) | loss: 3.816959 | lrm: 0.13 | dt: 327ms | tok/sec: 100,135 | mfu: 1.0% | epoch: 1 | remaining: 19s    
step 00870 (93.7%) | loss: 3.798020 | lrm: 0.13 | dt: 327ms | tok/sec: 100,072 | mfu: 1.0% | epoch: 1 | remaining: 19s    
step 00871 (93.8%) | loss: 3.783791 | lrm: 0.12 | dt: 327ms | tok/sec: 100,109 | mfu: 1.0% | epoch: 1 | remaining: 18s    
step 00872 (93.9%) | loss: 3.807067 | lrm: 0.12 | dt: 327ms | tok/sec: 100,120 | mfu: 1.0% | epoch: 1 | remaining: 18s    
step 00873 (94.0%) | loss: 3.798185 | lrm: 0.12 | dt: 327ms | tok/sec: 100,087 | mfu: 1.0% | epoch: 1 | remaining: 18s    
step 00874 (94.1%) | loss: 3.789574 | lrm: 0.12 | dt: 327ms | tok/sec: 100,119 | mfu: 1.0% | epoch: 1 | remaining: 17s    
step 00875 (94.2%) | loss: 3.808733 | lrm: 0.12 | dt: 327ms | tok/sec: 100,106 | mfu: 1.0% | epoch: 1 | remaining: 17s    
step 00876 (94.3%) | loss: 3.815700 | lrm: 0.11 | dt: 327ms | tok/sec: 100,101 | mfu: 1.0% | epoch: 1 | remaining: 17s    
step 00877 (94.4%) | loss: 3.788273 | lrm: 0.11 | dt: 327ms | tok/sec: 100,141 | mfu: 1.0% | epoch: 1 | remaining: 16s    
step 00878 (94.5%) | loss: 3.791953 | lrm: 0.11 | dt: 327ms | tok/sec: 100,169 | mfu: 1.0% | epoch: 1 | remaining: 16s    
step 00879 (94.6%) | loss: 3.820587 | lrm: 0.11 | dt: 327ms | tok/sec: 100,137 | mfu: 1.0% | epoch: 1 | remaining: 16s    
step 00880 (94.8%) | loss: 3.810936 | lrm: 0.10 | dt: 327ms | tok/sec: 100,137 | mfu: 1.0% | epoch: 1 | remaining: 15s    
step 00881 (94.9%) | loss: 3.815106 | lrm: 0.10 | dt: 327ms | tok/sec: 100,084 | mfu: 1.0% | epoch: 1 | remaining: 15s    
step 00882 (95.0%) | loss: 3.828127 | lrm: 0.10 | dt: 327ms | tok/sec: 100,085 | mfu: 1.0% | epoch: 1 | remaining: 15s    
step 00883 (95.1%) | loss: 3.816438 | lrm: 0.10 | dt: 327ms | tok/sec: 100,158 | mfu: 1.0% | epoch: 1 | remaining: 14s    
step 00884 (95.2%) | loss: 3.820251 | lrm: 0.10 | dt: 327ms | tok/sec: 100,170 | mfu: 1.0% | epoch: 1 | remaining: 14s    
step 00885 (95.3%) | loss: 3.823337 | lrm: 0.09 | dt: 327ms | tok/sec: 100,158 | mfu: 1.0% | epoch: 1 | remaining: 14s    
step 00886 (95.4%) | loss: 3.804836 | lrm: 0.09 | dt: 327ms | tok/sec: 100,094 | mfu: 1.0% | epoch: 1 | remaining: 13s    
step 00887 (95.5%) | loss: 3.823675 | lrm: 0.09 | dt: 327ms | tok/sec: 100,058 | mfu: 1.0% | epoch: 1 | remaining: 13s    
step 00888 (95.6%) | loss: 3.832776 | lrm: 0.09 | dt: 327ms | tok/sec: 100,058 | mfu: 1.0% | epoch: 1 | remaining: 13s    
step 00889 (95.7%) | loss: 3.800901 | lrm: 0.09 | dt: 327ms | tok/sec: 100,167 | mfu: 1.0% | epoch: 1 | remaining: 12s    
step 00890 (95.8%) | loss: 3.814403 | lrm: 0.08 | dt: 327ms | tok/sec: 100,075 | mfu: 1.0% | epoch: 1 | remaining: 12s    
step 00891 (96.0%) | loss: 3.785177 | lrm: 0.08 | dt: 327ms | tok/sec: 100,120 | mfu: 1.0% | epoch: 1 | remaining: 12s    
step 00892 (96.1%) | loss: 3.772349 | lrm: 0.08 | dt: 327ms | tok/sec: 100,118 | mfu: 1.0% | epoch: 1 | remaining: 11s    
step 00893 (96.2%) | loss: 3.762922 | lrm: 0.08 | dt: 327ms | tok/sec: 100,077 | mfu: 1.0% | epoch: 1 | remaining: 11s    
step 00894 (96.3%) | loss: 3.758662 | lrm: 0.07 | dt: 327ms | tok/sec: 100,130 | mfu: 1.0% | epoch: 1 | remaining: 11s    
step 00895 (96.4%) | loss: 3.752454 | lrm: 0.07 | dt: 327ms | tok/sec: 100,167 | mfu: 1.0% | epoch: 1 | remaining: 11s    
step 00896 (96.5%) | loss: 3.741385 | lrm: 0.07 | dt: 327ms | tok/sec: 100,126 | mfu: 1.0% | epoch: 1 | remaining: 10s    
step 00897 (96.6%) | loss: 3.731211 | lrm: 0.07 | dt: 327ms | tok/sec: 100,096 | mfu: 1.0% | epoch: 1 | remaining: 10s    
step 00898 (96.7%) | loss: 3.703079 | lrm: 0.07 | dt: 327ms | tok/sec: 100,165 | mfu: 1.0% | epoch: 1 | remaining: 10s    
step 00899 (96.8%) | loss: 3.691215 | lrm: 0.06 | dt: 328ms | tok/sec: 100,049 | mfu: 1.0% | epoch: 1 | remaining: 9s    
step 00900 (96.9%) | loss: 3.712354 | lrm: 0.06 | dt: 327ms | tok/sec: 100,102 | mfu: 1.0% | epoch: 1 | remaining: 9s    
step 00901 (97.0%) | loss: 3.687034 | lrm: 0.06 | dt: 327ms | tok/sec: 100,142 | mfu: 1.0% | epoch: 1 | remaining: 9s    
step 00902 (97.2%) | loss: 3.679541 | lrm: 0.06 | dt: 327ms | tok/sec: 100,082 | mfu: 1.0% | epoch: 1 | remaining: 8s    
step 00903 (97.3%) | loss: 3.683832 | lrm: 0.05 | dt: 327ms | tok/sec: 100,172 | mfu: 1.0% | epoch: 1 | remaining: 8s    
step 00904 (97.4%) | loss: 3.669655 | lrm: 0.05 | dt: 327ms | tok/sec: 100,089 | mfu: 1.0% | epoch: 1 | remaining: 8s    
step 00905 (97.5%) | loss: 3.684854 | lrm: 0.05 | dt: 327ms | tok/sec: 100,134 | mfu: 1.0% | epoch: 1 | remaining: 7s    
step 00906 (97.6%) | loss: 3.690638 | lrm: 0.05 | dt: 327ms | tok/sec: 100,125 | mfu: 1.0% | epoch: 1 | remaining: 7s    
step 00907 (97.7%) | loss: 3.662222 | lrm: 0.05 | dt: 327ms | tok/sec: 100,142 | mfu: 1.0% | epoch: 1 | remaining: 7s    
step 00908 (97.8%) | loss: 3.671310 | lrm: 0.04 | dt: 327ms | tok/sec: 100,125 | mfu: 1.0% | epoch: 1 | remaining: 6s    
step 00909 (97.9%) | loss: 3.680561 | lrm: 0.04 | dt: 328ms | tok/sec: 100,010 | mfu: 1.0% | epoch: 1 | remaining: 6s    
step 00910 (98.0%) | loss: 3.658200 | lrm: 0.04 | dt: 327ms | tok/sec: 100,147 | mfu: 1.0% | epoch: 1 | remaining: 6s    
step 00911 (98.1%) | loss: 3.648895 | lrm: 0.04 | dt: 327ms | tok/sec: 100,143 | mfu: 1.0% | epoch: 1 | remaining: 5s    
step 00912 (98.2%) | loss: 3.672448 | lrm: 0.04 | dt: 327ms | tok/sec: 100,127 | mfu: 1.0% | epoch: 1 | remaining: 5s    
step 00913 (98.4%) | loss: 3.655051 | lrm: 0.03 | dt: 327ms | tok/sec: 100,075 | mfu: 1.0% | epoch: 1 | remaining: 5s    
step 00914 (98.5%) | loss: 3.676554 | lrm: 0.03 | dt: 327ms | tok/sec: 100,100 | mfu: 1.0% | epoch: 1 | remaining: 4s    
step 00915 (98.6%) | loss: 3.693196 | lrm: 0.03 | dt: 327ms | tok/sec: 100,167 | mfu: 1.0% | epoch: 1 | remaining: 4s    
step 00916 (98.7%) | loss: 3.678869 | lrm: 0.03 | dt: 327ms | tok/sec: 100,110 | mfu: 1.0% | epoch: 1 | remaining: 4s    
step 00917 (98.8%) | loss: 3.701370 | lrm: 0.02 | dt: 328ms | tok/sec: 100,052 | mfu: 1.0% | epoch: 1 | remaining: 3s    
step 00918 (98.9%) | loss: 3.721044 | lrm: 0.02 | dt: 327ms | tok/sec: 100,135 | mfu: 1.0% | epoch: 1 | remaining: 3s    
step 00919 (99.0%) | loss: 3.710956 | lrm: 0.02 | dt: 327ms | tok/sec: 100,108 | mfu: 1.0% | epoch: 1 | remaining: 3s    
step 00920 (99.1%) | loss: 3.741206 | lrm: 0.02 | dt: 328ms | tok/sec: 100,034 | mfu: 1.0% | epoch: 1 | remaining: 2s    
step 00921 (99.2%) | loss: 3.729398 | lrm: 0.02 | dt: 327ms | tok/sec: 100,120 | mfu: 1.0% | epoch: 1 | remaining: 2s    
step 00922 (99.3%) | loss: 3.745056 | lrm: 0.01 | dt: 327ms | tok/sec: 100,177 | mfu: 1.0% | epoch: 1 | remaining: 2s    
step 00923 (99.4%) | loss: 3.755250 | lrm: 0.01 | dt: 327ms | tok/sec: 100,055 | mfu: 1.0% | epoch: 1 | remaining: 1s    
step 00924 (99.6%) | loss: 3.767463 | lrm: 0.01 | dt: 327ms | tok/sec: 100,160 | mfu: 1.0% | epoch: 1 | remaining: 1s    
step 00925 (99.7%) | loss: 3.743083 | lrm: 0.01 | dt: 327ms | tok/sec: 100,174 | mfu: 1.0% | epoch: 1 | remaining: 1s    
step 00926 (99.8%) | loss: 3.739930 | lrm: 0.00 | dt: 328ms | tok/sec: 100,021 | mfu: 1.0% | epoch: 1 | remaining: 0s    
step 00927 (99.9%) | loss: 3.749414 | lrm: 0.00 | dt: 327ms | tok/sec: 100,195 | mfu: 1.0% | epoch: 1 | remaining: 0s    
step 00928 (100.0%) | loss: 3.747972 | lrm: 0.00 | dt: 327ms | tok/sec: 100,131 | mfu: 1.0% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.328463
training_seconds: 300.3
total_seconds:    318.9
peak_vram_mb:     752.3
mfu_percent:      0.98
total_tokens_M:   30.4
num_steps:        929
num_params_M:     26.3
depth:            6
leaderboard_csv:  leaderboard.csv
run_id:           2026-03-14T16:03:20+00:00_ea0c46cd-ca2e-4f8d-853c-a512ebf6bd26
